species,gene,hog
Cquinq,CQUJHB008815,N0.HOG0006917
Cquinq,CQUJHB008836,N0.HOG0007472
Cquinq,CQUJHB008930,N0.HOG0007695
Cquinq,CQUJHB008983,N0.HOG0005567
Cquinq,CQUJHB009137,N0.HOG0007639
Cquinq,CQUJHB009141,N0.HOG0007880
Cquinq,CQUJHB009185,N0.HOG0007075
Cquinq,CQUJHB009248,N0.HOG0005696
Cquinq,CQUJHB009255,N0.HOG0007563
Cquinq,CQUJHB009361,N0.HOG0008082
Cquinq,CQUJHB009431,N0.HOG0007085
Cquinq,CQUJHB009670,N0.HOG0007737
Cquinq,CQUJHB009686,N0.HOG0006401
Cquinq,CQUJHB009783,N0.HOG0006833
Cquinq,CQUJHB009807,N0.HOG0007385
Cquinq,CQUJHB009821,N0.HOG0006283
Cquinq,CQUJHB009858,N0.HOG0007431
Cquinq,CQUJHB009904,N0.HOG0008386
Cquinq,CQUJHB009986,N0.HOG0007692
Cquinq,CQUJHB010085,N0.HOG0007336
Cquinq,CQUJHB010464,N0.HOG0009004
Cquinq,CQUJHB010603,N0.HOG0006226
Cquinq,CQUJHB010630,N0.HOG0004013
Cquinq,CQUJHB010695,N0.HOG0008635
Cquinq,CQUJHB010728,N0.HOG0006194
Cquinq,CQUJHB010777,N0.HOG0007805
Cquinq,CQUJHB011030,N0.HOG0006195
Cquinq,CQUJHB011339,N0.HOG0001010
Cquinq,CQUJHB011388,N0.HOG0007847
Cquinq,CQUJHB011389,N0.HOG0006531
Cquinq,CQUJHB011554,N0.HOG0006029
Cquinq,CQUJHB011632,N0.HOG0005030
Cquinq,CQUJHB011793,N0.HOG0007763
Cquinq,CQUJHB011845,N0.HOG0007223
Cquinq,CQUJHB012013,N0.HOG0006537
Cquinq,CQUJHB012035,N0.HOG0007042
Cquinq,CQUJHB012091,N0.HOG0006080
Cquinq,CQUJHB012313,N0.HOG0006649
Cquinq,CQUJHB012342,N0.HOG0006244
Cquinq,CQUJHB012440,N0.HOG0006120
Cquinq,CQUJHB012473,N0.HOG0007357
Cquinq,CQUJHB012478,N0.HOG0007535
Cquinq,CQUJHB012553,N0.HOG0006675
Cquinq,CQUJHB012596,N0.HOG0005091
Cquinq,CQUJHB012753,N0.HOG0007113
Cquinq,CQUJHB012763,N0.HOG0007001
Cquinq,CQUJHB012938,N0.HOG0007953
Cquinq,CQUJHB013118,N0.HOG0005964
Cquinq,CQUJHB013151,N0.HOG0006530
Cquinq,CQUJHB013162,N0.HOG0004760
Cquinq,CQUJHB013356,N0.HOG0007090
Cquinq,CQUJHB013684,N0.HOG0006603
Cquinq,CQUJHB013721,N0.HOG0007183
Cquinq,CQUJHB013866,N0.HOG0001009
Cquinq,CQUJHB013886,N0.HOG0007992
Cquinq,CQUJHB013915,N0.HOG0005364
Cquinq,CQUJHB014126,N0.HOG0007232
Cquinq,CQUJHB014142,N0.HOG0008400
Cquinq,CQUJHB014162,N0.HOG0006910
Cquinq,CQUJHB014199,N0.HOG0008024
Cquinq,CQUJHB014437,N0.HOG0007749
Cquinq,CQUJHB014515,N0.HOG0006387
Cquinq,CQUJHB014647,N0.HOG0007256
Cquinq,CQUJHB014736,N0.HOG0006700
Cquinq,CQUJHB014750,N0.HOG0006613
Cquinq,CQUJHB014896,N0.HOG0007557
Cquinq,CQUJHB014906,N0.HOG0006651
Cquinq,CQUJHB014992,N0.HOG0000253
Cquinq,CQUJHB015221,N0.HOG0006885
Cquinq,CQUJHB015266,N0.HOG0007233
Cquinq,CQUJHB015470,N0.HOG0007838
Cquinq,CQUJHB015481,N0.HOG0007659
Cquinq,CQUJHB015631,N0.HOG0006546
Cquinq,CQUJHB015696,N0.HOG0007118
Cquinq,CQUJHB015721,N0.HOG0006230
Cquinq,CQUJHB015870,N0.HOG0006267
Cquinq,CQUJHB015894,N0.HOG0002076
Cquinq,CQUJHB015990,N0.HOG0008954
Cquinq,CQUJHB016025,N0.HOG0006093
Cquinq,CQUJHB016134,N0.HOG0008236
Cquinq,CQUJHB016159,N0.HOG0007869
Cquinq,CQUJHB016193,N0.HOG0006968
Cquinq,CQUJHB016203,N0.HOG0006250
Cquinq,CQUJHB016568,N0.HOG0006957
Cquinq,CQUJHB016635,N0.HOG0006823
Cquinq,CQUJHB016914,N0.HOG0008920
Cquinq,CQUJHB017432,N0.HOG0007689
Cquinq,CQUJHB017443,N0.HOG0004497
Cquinq,CQUJHB017454,N0.HOG0007672
Cquinq,CQUJHB017475,N0.HOG0007916
Cquinq,CQUJHB017633,N0.HOG0004090
Cquinq,CQUJHB017871,N0.HOG0006492
Cquinq,CQUJHB017907,N0.HOG0006647
Cquinq,CQUJHB017918,N0.HOG0007339
Cquinq,CQUJHB017953,N0.HOG0007246
Cquinq,CQUJHB017961,N0.HOG0006841
Cquinq,CQUJHB018021,N0.HOG0006998
Cquinq,CQUJHB018073,N0.HOG0007889
Cquinq,CQUJHB018189,N0.HOG0006028
Cquinq,CQUJHB018248,N0.HOG0006391
Cquinq,CQUJHB018391,N0.HOG0006930
Cquinq,CQUJHB018464,N0.HOG0006212
Cripar,CAG9797027,N0.HOG0006230
Cripar,CAG9797052,N0.HOG0006675
Cripar,CAG9797121,N0.HOG0006910
Cripar,CAG9797249,N0.HOG0006267
Cripar,CAG9797456,N0.HOG0008635
Cripar,CAG9797514,N0.HOG0007223
Cripar,CAG9797522,N0.HOG0006530
Cripar,CAG9797526,N0.HOG0006700
Cripar,CAG9797529,N0.HOG0006990
Cripar,CAG9797584,N0.HOG0007385
Cripar,CAG9797616,N0.HOG0007927
Cripar,CAG9797949,N0.HOG0007916
Cripar,CAG9798045,N0.HOG0007695
Cripar,CAG9798075,N0.HOG0007256
Cripar,CAG9798377,N0.HOG0007034
Cripar,CAG9798411,N0.HOG0007402
Cripar,CAG9798605,N0.HOG0006344
Cripar,CAG9798664,N0.HOG0006244
Cripar,CAG9798740,N0.HOG0006470
Cripar,CAG9798810,N0.HOG0006358
Cripar,CAG9798833,N0.HOG0006613
Cripar,CAG9798888,N0.HOG0006029
Cripar,CAG9798974,N0.HOG0006989
Cripar,CAG9799059,N0.HOG0007639
Cripar,CAG9799079,N0.HOG0007535
Cripar,CAG9799121,N0.HOG0006546
Cripar,CAG9799134,N0.HOG0007339
Cripar,CAG9799172,N0.HOG0006823
Cripar,CAG9799260,N0.HOG0006423
Cripar,CAG9799262,N0.HOG0007749
Cripar,CAG9799545,N0.HOG0007772
Cripar,CAG9799580,N0.HOG0007090
Cripar,CAG9799707,N0.HOG0006537
Cripar,CAG9799936,N0.HOG0006194
Cripar,CAG9799999,N0.HOG0008236
Cripar,CAG9800198,N0.HOG0007393
Cripar,CAG9800224,N0.HOG0007443
Cripar,CAG9800386,N0.HOG0006833
Cripar,CAG9800437,N0.HOG0007246
Cripar,CAG9800487,N0.HOG0008646
Cripar,CAG9800535,N0.HOG0008754
Cripar,CAG9800768,N0.HOG0006885
Cripar,CAG9800978,N0.HOG0007805
Cripar,CAG9800981,N0.HOG0006917
Cripar,CAG9800995,N0.HOG0001010
Cripar,CAG9801002,N0.HOG0006038
Cripar,CAG9801036,N0.HOG0007950
Cripar,CAG9801050,N0.HOG0006931
Cripar,CAG9801376,N0.HOG0006498
Cripar,CAG9801455,N0.HOG0007399
Cripar,CAG9801517,N0.HOG0008741
Cripar,CAG9801653,N0.HOG0002076
Cripar,CAG9801662,N0.HOG0007138
Cripar,CAG9801783,N0.HOG0008307
Cripar,CAG9801829,N0.HOG0006968
Cripar,CAG9801940,N0.HOG0007692
Cripar,CAG9801983,N0.HOG0004617
Cripar,CAG9802138,N0.HOG0007368
Cripar,CAG9802405,N0.HOG0007672
Cripar,CAG9802420,N0.HOG0006649
Cripar,CAG9802473,N0.HOG0007838
Cripar,CAG9802778,N0.HOG0008005
Cripar,CAG9802786,N0.HOG0007433
Cripar,CAG9802836,N0.HOG0005567
Cripar,CAG9802873,N0.HOG0006028
Cripar,CAG9803117,N0.HOG0007751
Cripar,CAG9803252,N0.HOG0007214
Cripar,CAG9803323,N0.HOG0008954
Cripar,CAG9803467,N0.HOG0006531
Cripar,CAG9803573,N0.HOG0006930
Cripar,CAG9803591,N0.HOG0005696
Cripar,CAG9803598,N0.HOG0005364
Cripar,CAG9803794,N0.HOG0006998
Cripar,CAG9803819,N0.HOG0007042
Cripar,CAG9803847,N0.HOG0004760
Cripar,CAG9803908,N0.HOG0008386
Cripar,CAG9803941,N0.HOG0007584
Cripar,CAG9803960,N0.HOG0006858
Cripar,CAG9803989,N0.HOG0007349
Cripar,CAG9803990,N0.HOG0006959
Cripar,CAG9804072,N0.HOG0006692
Cripar,CAG9804089,N0.HOG0007992
Cripar,CAG9804223,N0.HOG0004934
Cripar,CAG9804246,N0.HOG0006962
Cripar,CAG9804325,N0.HOG0007232
Cripar,CAG9804452,N0.HOG0006080
Cripar,CAG9804557,N0.HOG0005474
Cripar,CAG9804573,N0.HOG0005030
Cripar,CAG9804679,N0.HOG0005964
Cripar,CAG9804740,N0.HOG0007563
Cripar,CAG9804765,N0.HOG0006291
Cripar,CAG9804812,N0.HOG0007568
Cripar,CAG9804830,N0.HOG0004090
Cripar,CAG9804872,N0.HOG0007866
Cripar,CAG9805125,N0.HOG0007551
Cripar,CAG9805133,N0.HOG0007763
Cripar,CAG9805136,N0.HOG0007826
Cripar,CAG9805174,N0.HOG0007689
Cripar,CAG9805275,N0.HOG0007075
Cripar,CAG9805287,N0.HOG0007627
Cripar,CAG9805344,N0.HOG0001074
Cripar,CAG9805347,N0.HOG0006120
Cripar,CAG9805448,N0.HOG0006869
Cripar,CAG9805558,N0.HOG0006195
Cripar,CAG9805674,N0.HOG0008400
Cripar,CAG9805732,N0.HOG0006250
Cripar,CAG9805811,N0.HOG0007113
Cripar,CAG9806058,N0.HOG0007258
Cripar,CAG9806097,N0.HOG0006647
Cripar,CAG9806101,N0.HOG0007118
Cripar,CAG9806119,N0.HOG0006957
Cripar,CAG9806139,N0.HOG0007100
Cripar,CAG9806208,N0.HOG0007431
Cripar,CAG9806213,N0.HOG0006561
Cripar,CAG9806239,N0.HOG0007357
Cripar,CAG9806266,N0.HOG0001348
Cripar,CAG9806269,N0.HOG0007001
Cripar,CAG9806271,N0.HOG0006226
Cripar,CAG9806305,N0.HOG0007737
Cripar,CAG9806500,N0.HOG0007654
Cripar,CAG9806836,N0.HOG0001009
Cripar,CAG9807036,N0.HOG0007340
Cripar,CAG9807076,N0.HOG0007183
Cripar,CAG9807184,N0.HOG0007869
Cripar,CAG9807419,N0.HOG0007239
Cripar,CAG9807447,N0.HOG0006976
Cripar,CAG9807476,N0.HOG0007336
Cripar,CAG9807533,N0.HOG0006263
Cripar,CAG9807761,N0.HOG0007889
Cripar,CAG9807880,N0.HOG0007353
Cripar,CAG9807893,N0.HOG0006212
Cripar,CAG9808010,N0.HOG0008783
Cripar,CAG9808202,N0.HOG0006603
Cripar,CAG9808213,N0.HOG0006651
Cripar,CAG9808335,N0.HOG0007093
Cripar,CAG9808380,N0.HOG0005128
Cripar,CAG9808385,N0.HOG0006401
Cripar,CAG9808446,N0.HOG0007085
Cripar,CAG9808554,N0.HOG0009004
Cripar,CAG9808723,N0.HOG0006283
Cripar,CAG9808875,N0.HOG0007405
Cripar,CAG9809039,N0.HOG0007233
Cripar,CAG9809369,N0.HOG0006841
Cripar,CAG9809458,N0.HOG0005091
Cripar,CAG9809552,N0.HOG0008913
Cripar,CAG9809561,N0.HOG0007659
Cripar,CAG9809640,N0.HOG0006152
Cripar,CAG9809654,N0.HOG0006641
Cripar,CAG9809669,N0.HOG0004013
Cripar,CAG9809763,N0.HOG0006492
Cripar,CAG9809921,N0.HOG0007764
Cripar,CAG9809954,N0.HOG0006387
Cripar,CAG9809957,N0.HOG0000253
Cripar,CAG9809964,N0.HOG0008920
Cripar,CAG9809994,N0.HOG0007472
Cripar,CAG9810062,N0.HOG0008082
Cripar,CAG9810373,N0.HOG0000837
Cripar,CAG9810467,N0.HOG0006391
Cripar,CAG9810670,N0.HOG0003587
Cripar,CAG9810759,N0.HOG0006093
Cripar,CAG9811225,N0.HOG0007880
Cripar,CAG9811828,N0.HOG0007557
Cripar,CAG9811977,N0.HOG0006233
Cripar,CAG9811996,N0.HOG0007953
Cripar,CAG9812221,N0.HOG0007800
Cripar,CAG9812336,N0.HOG0007070
Cripar,CAG9812348,N0.HOG0007847
Cripar,CAH1707341,N0.HOG0004497
Cripar,CAH1717387,N0.HOG0008024
Cripar,CAH1719583,N0.HOG0006452
Cripar,CAH1720088,N0.HOG0007347
Cripar,CAH1728255,N0.HOG0006191
Cripar,CAH1729339,N0.HOG0007808
Cripar,CAH1734538,N0.HOG0006553
Csonor,OGVF03000086.1-_anno1.g9570,N0.HOG0006537
Csonor,OGVF03000087.1-_anno1.g8659,N0.HOG0007233
Csonor,OGVF03000088.1-_anno1.g1871,N0.HOG0007659
Csonor,OGVF03000116.1-_anno1.g2418,N0.HOG0001010
Csonor,OGVF03000119.1-_anno1.g7181,N0.HOG0001009
Csonor,OGVF03000126.1+_anno1.g11484,N0.HOG0007070
Csonor,OGVF03000126.1+_anno1.g11556,N0.HOG0007349
Csonor,OGVF03000126.1+_anno1.g11610,N0.HOG0006998
Csonor,OGVF03000126.1+_anno1.g11622,N0.HOG0008635
Csonor,OGVF03000126.1-_anno1.g11539,N0.HOG0007258
Csonor,OGVF03000126.1-_anno1.g11570,N0.HOG0007183
Csonor,OGVF03000129.1+_anno1.g16421,N0.HOG0006080
Csonor,OGVF03000134.1+_anno1.g12442,N0.HOG0006401
Csonor,OGVF03000192.1+_anno1.g3205,N0.HOG0007402
Csonor,OGVF03000243.1-_anno1.g4251,N0.HOG0008236
Csonor,OGVF03000244.1+_anno1.g10877,N0.HOG0008646
Csonor,OGVF03000302.1+_anno1.g10283,N0.HOG0007042
Csonor,OGVF03000302.1-_anno1.g10262,N0.HOG0008082
Csonor,OGVF03000302.1-_anno1.g10264,N0.HOG0004934
Csonor,OGVF03000302.1-_anno1.g10284,N0.HOG0007472
Csonor,OGVF03000309.1-_anno1.g5093,N0.HOG0007368
Csonor,OGVF03000329.1+_anno1.g14577,N0.HOG0008024
Csonor,OGVF03000345.1-_anno1.g4146,N0.HOG0007246
Csonor,OGVF03000348.1+_anno1.g1411,N0.HOG0007239
Csonor,OGVF03000394.1+_anno1.g2477,N0.HOG0006910
Csonor,OGVF03000417.1-_anno1.g9909,N0.HOG0007535
Csonor,OGVF03000455.1-_anno1.g13591,N0.HOG0007751
Csonor,OGVF03000455.1-_anno2.g14224,N0.HOG0006191
Csonor,OGVF03000462.1-_anno1.g10054,N0.HOG0007800
Csonor,OGVF03000466.1-_anno1.g3920,N0.HOG0005128
Csonor,OGVF03000466.1-_anno2.g9719,N0.HOG0007808
Csonor,OGVF03000473.1+_anno1.g16715,N0.HOG0006093
Csonor,OGVF03000494.1+_anno1.g15470,N0.HOG0006531
Csonor,OGVF03000513.1-_anno1.g3059,N0.HOG0008783
Csonor,OGVF03000582.1-_anno1.g16815,N0.HOG0008954
Csonor,OGVF03000583.1+_anno1.g12870,N0.HOG0005364
Csonor,OGVF03000583.1-_anno1.g12857,N0.HOG0007085
Csonor,OGVF03000620.1-_anno1.g13404,N0.HOG0007805
Csonor,OGVF03000635.1-_anno1.g13352,N0.HOG0001348
Csonor,OGVF03000805.1-_anno1.g14791,N0.HOG0007034
Csonor,OGVF03001005.1-_anno1.g14074,N0.HOG0006530
Csonor,OGVF03001005.1-_anno1.g14083,N0.HOG0007695
Csonor,OGVF03001006.1+_anno1.g4328,N0.HOG0007880
Csonor,OGVF03001069.1-_anno1.g6737,N0.HOG0006885
Csonor,OGVF03001103.1+_anno1.g6870,N0.HOG0004497
Csonor,OGVF03001130.1+_anno2.g2784,N0.HOG0006968
Csonor,OGVF03001132.1+_anno1.g7448,N0.HOG0007584
Csonor,OGVF03001134.1+_anno1.g852,N0.HOG0007431
Csonor,OGVF03001139.1-_anno1.g5756,N0.HOG0007113
Csonor,OGVF03001182.1+_anno1.g9169,N0.HOG0007692
Csonor,OGVF03001183.1+_anno1.g5274,N0.HOG0006263
Csonor,OGVF03001208.1+_anno1.g18057,N0.HOG0006344
Csonor,OGVF03001306.1+_anno1.g1975,N0.HOG0004617
Csonor,OGVF03001348.1+_anno1.g4934,N0.HOG0006492
Csonor,OGVF03001348.1+_anno1.g4943,N0.HOG0006930
Csonor,OGVF03001371.1-_anno1.g12632,N0.HOG0006561
Csonor,OGVF03001462.1-_anno1.g1110,N0.HOG0007847
Csonor,OGVF03001477.1-_anno1.g7601,N0.HOG0007563
Csonor,OGVF03001482.1-_anno1.g6426,N0.HOG0006120
Csonor,OGVF03001495.1+_anno1.g12094,N0.HOG0007992
Csonor,OGVF03001495.1-_anno1.g12093,N0.HOG0006267
Csonor,OGVF03001496.1+_anno1.g6420,N0.HOG0006212
Csonor,OGVF03001499.1-_anno1.g9023,N0.HOG0006613
Csonor,OGVF03001535.1+_anno1.g5785,N0.HOG0007093
Csonor,OGVF03001592.1+_anno1.g13371,N0.HOG0007347
Csonor,OGVF03001598.1-_anno1.g17420,N0.HOG0007672
Csonor,OGVF03001598.1-_anno1.g17425,N0.HOG0006423
Csonor,OGVF03001602.1+_anno1.g9264,N0.HOG0006700
Csonor,OGVF03001602.1+_anno1.g9307,N0.HOG0007339
Csonor,OGVF03001602.1-_anno1.g9295,N0.HOG0007772
Csonor,OGVF03001602.1-_anno1.g9306,N0.HOG0007433
Csonor,OGVF03001603.1+_anno1.g5203,N0.HOG0007916
Csonor,OGVF03001656.1+_anno1.g6227,N0.HOG0006957
Csonor,OGVF03001658.1-_anno1.g12307,N0.HOG0005091
Csonor,OGVF03001658.1-_anno1.g12329,N0.HOG0008741
Csonor,OGVF03001658.1-_anno1.g12343,N0.HOG0006226
Csonor,OGVF03001683.1+_anno1.g16975,N0.HOG0006675
Csonor,OGVF03001793.1+_anno1.g7431,N0.HOG0007001
Csonor,OGVF03001829.1+_anno1.g5916,N0.HOG0007393
Csonor,OGVF03001938.1+_anno1.g16454,N0.HOG0007639
Csonor,OGVF03001949.1-_anno1.g13903,N0.HOG0006028
Csonor,OGVF03001951.1+_anno1.g5948,N0.HOG0007118
Csonor,OGVF03002025.1+_anno1.g745,N0.HOG0007953
Csonor,OGVF03002082.1-_anno1.g2512,N0.HOG0007557
Csonor,OGVF03002096.1+_anno1.g6507,N0.HOG0008307
Csonor,OGVF03002124.1+_anno1.g16567,N0.HOG0007353
Csonor,OGVF03002172.1+_anno1.g9085,N0.HOG0006823
Csonor,OGVF03002179.1+_anno1.g17917,N0.HOG0008400
Csonor,OGVF03002179.1-_anno1.g17920,N0.HOG0006283
Csonor,OGVF03002181.1+_anno1.g6151,N0.HOG0007866
Csonor,OGVF03002188.1-_anno1.g2568,N0.HOG0007838
Csonor,OGVF03002192.1+_anno1.g10980,N0.HOG0007256
Csonor,OGVF03002201.1+_anno1.g405,N0.HOG0006990
Csonor,OGVF03002204.1-_anno1.g14201,N0.HOG0006546
Csonor,OGVF03002207.1+_anno1.g800,N0.HOG0009004
Csonor,OGVF03002207.1+_anno1.g809,N0.HOG0008386
Csonor,OGVF03002207.1+_anno1.g834,N0.HOG0006244
Csonor,OGVF03002207.1-_anno1.g813,N0.HOG0007340
Csonor,OGVF03002208.1-_anno1.g17939,N0.HOG0005030
Csonor,OGVF03002209.1+_anno1.g5996,N0.HOG0004760
Csonor,OGVF03002210.1+_anno1.g11924,N0.HOG0006233
Csonor,OGVF03002210.1-_anno1.g11925,N0.HOG0006692
Csonor,OGVF03002213.1+_anno1.g12506,N0.HOG0007749
Csonor,OGVF03002216.1-_anno1.g14961,N0.HOG0007737
Csonor,OGVF03002236.1-_anno1.g1798,N0.HOG0006291
Csonor,OGVF03002239.1-_anno1.g2789,N0.HOG0006230
Csonor,OGVF03002242.1+_anno1.g6821,N0.HOG0007223
Csonor,OGVF03002244.1+_anno1.g1333,N0.HOG0007654
Csonor,OGVF03002280.1-_anno1.g10058,N0.HOG0007927
Csonor,OGVF03002366.1-_anno2.g12554,N0.HOG0006841
Csonor,OGVF03002367.1+_anno1.g7936,N0.HOG0007336
Csonor,OGVF03002467.1+_anno1.g9800,N0.HOG0006498
Csonor,OGVF03002470.1-_anno1.g8168,N0.HOG0007869
Csonor,OGVF03002482.1-_anno1.g13667,N0.HOG0006869
Csonor,OGVF03002557.1-_anno1.g11477,N0.HOG0007399
Csonor,OGVF03002575.1+_anno1.g114,N0.HOG0007443
Csonor,OGVF03002581.1+_anno1.g16787,N0.HOG0005567
Csonor,OGVF03002670.1+_anno1.g12837,N0.HOG0007689
Csonor,OGVF03002702.1-_anno1.g15391,N0.HOG0004090
Csonor,OGVF03002707.1-_anno1.g6481,N0.HOG0001074
Csonor,OGVF03002729.1-_anno1.g9639,N0.HOG0007889
Csonor,OGVF03002732.1+_anno2.g12393,N0.HOG0007385
Csonor,OGVF03002743.1+_anno1.g1613,N0.HOG0003587
Csonor,OGVF03002745.1-_anno1.g4282,N0.HOG0007950
Csonor,OGVF03002745.1-_anno1.g4304,N0.HOG0007551
Csonor,OGVF03002763.1-_anno1.g2970,N0.HOG0006152
Csonor,OGVF03002870.1-_anno1.g9159,N0.HOG0006603
Csonor,OGVF03002896.1+_anno2.g12665,N0.HOG0008005
Csonor,OGVF03002993.1-_anno1.g17380,N0.HOG0006976
Csonor,OGVF03002994.1-_anno1.g14725,N0.HOG0007100
Csonor,OGVF03003035.1+_anno1.g1826,N0.HOG0007357
Csonor,OGVF03003035.1+_anno1.g1836,N0.HOG0008913
Csonor,OGVF03003053.1-_anno1.g7039,N0.HOG0007232
Csonor,OGVF03003065.1+_anno1.g558,N0.HOG0008920
Csonor,OGVF03003067.1+_anno1.g15802,N0.HOG0007138
Csonor,OGVF03003067.1+_anno1.g15826,N0.HOG0006470
Csonor,OGVF03003067.1+_anno1.g15871,N0.HOG0006931
Csonor,OGVF03003067.1-_anno1.g15874,N0.HOG0006959
Csonor,OGVF03003068.1+_anno1.g14475,N0.HOG0006917
Csonor,OGVF03003078.1+_anno1.g8443,N0.HOG0006391
Csonor,OGVF03003079.1+_anno2.g1119,N0.HOG0006038
Csonor,OGVF03003081.1-_anno1.g3984,N0.HOG0007090
Csonor,OGVF03003081.1-_anno1.g3985,N0.HOG0006553
Csonor,OGVF03003127.1-_anno1.g2408,N0.HOG0007764
Csonor,OGVF03003159.1-_anno1.g12590,N0.HOG0006358
Csonor,OGVF03003213.1+_anno1.g4347,N0.HOG0006651
Csonor,OGVF03003220.1+_anno1.g15633,N0.HOG0006195
Csonor,OGVF03003237.1+_anno1.g16885,N0.HOG0006641
Csonor,OGVF03003238.1-_anno1.g2877,N0.HOG0007568
Csonor,OGVF03003238.1-_anno1.g2896,N0.HOG0005964
Csonor,OGVF03003238.1-_anno2.g7157,N0.HOG0007763
Csonor,OGVF03003239.1+_anno1.g15123,N0.HOG0006029
Csonor,OGVF03003251.1-_anno1.g8575,N0.HOG0006387
Csonor,OGVF03003273.1-_anno1.g2152,N0.HOG0007627
Csonor,OGVF03003286.1-_anno1.g9185,N0.HOG0005696
Csonor,OGVF03003349.1+_anno1.g4057,N0.HOG0006649
Csonor,OGVF03003380.1+_anno1.g15986,N0.HOG0006962
Csonor,OGVF03003380.1-_anno1.g16006,N0.HOG0006647
Csonor,OGVF03003383.1-_anno1.g5858,N0.HOG0007075
Csonor,OGVF03003385.1+_anno1.g11377,N0.HOG0006452
Csonor,OGVF03003386.1+_anno1.g9597,N0.HOG0007405
Csonor,OGVF03003386.1+_anno1.g9609,N0.HOG0006858
Csonor,OGVF03003440.1+_anno1.g16470,N0.HOG0005474
Csonor,OGVF03003442.1+_anno1.g6776,N0.HOG0007214
Csonor,OGVF03003484.1-_anno1.g1277,N0.HOG0006250
Csonor,OGVF03003486.1-_anno1.g3893,N0.HOG0000253
Csonor,OGVF03003580.1+_anno1.g14170,N0.HOG0002076
Csonor,OGVF03003620.1-_anno1.g13017,N0.HOG0006194
Csonor,OGVF03003627.1-_anno1.g8596,N0.HOG0004013
Csonor,OGVF03003702.1-_anno1.g7515,N0.HOG0007826
Csonor,OGVF03003752.1+_anno1.g1048,N0.HOG0000837
Csonor,OGVF03003759.1-_anno1.g12755,N0.HOG0006833
Csonor,OGVF03003837.1+_anno1.g6898,N0.HOG0006989
Csonor,OGVF03003837.1-_anno1.g6902,N0.HOG0008754
Ctenta,Cten000023,N0.HOG0004760
Ctenta,Cten000319,N0.HOG0007431
Ctenta,Cten000324,N0.HOG0006561
Ctenta,Cten000410,N0.HOG0006841
Ctenta,Cten000462,N0.HOG0007138
Ctenta,Cten000658,N0.HOG0007992
Ctenta,Cten000666,N0.HOG0006858
Ctenta,Cten000731,N0.HOG0006675
Ctenta,Cten000762,N0.HOG0006230
Ctenta,Cten000768,N0.HOG0001074
Ctenta,Cten000787,N0.HOG0007472
Ctenta,Cten000866,N0.HOG0007557
Ctenta,Cten000908,N0.HOG0007339
Ctenta,Cten001592,N0.HOG0007751
Ctenta,Cten001798,N0.HOG0006344
Ctenta,Cten002013,N0.HOG0007093
Ctenta,Cten002046,N0.HOG0006452
Ctenta,Cten002075,N0.HOG0005474
Ctenta,Cten002161,N0.HOG0007001
Ctenta,Cten002163,N0.HOG0006226
Ctenta,Cten002504,N0.HOG0006195
Ctenta,Cten002517,N0.HOG0007256
Ctenta,Cten002625,N0.HOG0006998
Ctenta,Cten002670,N0.HOG0008236
Ctenta,Cten002719,N0.HOG0007385
Ctenta,Cten002749,N0.HOG0006957
Ctenta,Cten002773,N0.HOG0007100
Ctenta,Cten002838,N0.HOG0007239
Ctenta,Cten002951,N0.HOG0001009
Ctenta,Cten003012,N0.HOG0002076
Ctenta,Cten003032,N0.HOG0007689
Ctenta,Cten003130,N0.HOG0005091
Ctenta,Cten003221,N0.HOG0007551
Ctenta,Cten003329,N0.HOG0007889
Ctenta,Cten003460,N0.HOG0007183
Ctenta,Cten003670,N0.HOG0007672
Ctenta,Cten003800,N0.HOG0007847
Ctenta,Cten004068,N0.HOG0008754
Ctenta,Cten004328,N0.HOG0008783
Ctenta,Cten004403,N0.HOG0000837
Ctenta,Cten004509,N0.HOG0007233
Ctenta,Cten004536,N0.HOG0007085
Ctenta,Cten004558,N0.HOG0006910
Ctenta,Cten004612,N0.HOG0007764
Ctenta,Cten004647,N0.HOG0007866
Ctenta,Cten004683,N0.HOG0007042
Ctenta,Cten004943,N0.HOG0006283
Ctenta,Cten004966,N0.HOG0004617
Ctenta,Cten004988,N0.HOG0008024
Ctenta,Cten005085,N0.HOG0006387
Ctenta,Cten005208,N0.HOG0006152
Ctenta,Cten005258,N0.HOG0004013
Ctenta,Cten005359,N0.HOG0006244
Ctenta,Cten005579,N0.HOG0007399
Ctenta,Cten005790,N0.HOG0006212
Ctenta,Cten005802,N0.HOG0007692
Ctenta,Cten005827,N0.HOG0006531
Ctenta,Cten006056,N0.HOG0006823
Ctenta,Cten006099,N0.HOG0001348
Ctenta,Cten006102,N0.HOG0007118
Ctenta,Cten006226,N0.HOG0005128
Ctenta,Cten006252,N0.HOG0006649
Ctenta,Cten006376,N0.HOG0006263
Ctenta,Cten006446,N0.HOG0006038
Ctenta,Cten006510,N0.HOG0006641
Ctenta,Cten006577,N0.HOG0007340
Ctenta,Cten006640,N0.HOG0007223
Ctenta,Cten006651,N0.HOG0006530
Ctenta,Cten006656,N0.HOG0006700
Ctenta,Cten006660,N0.HOG0006990
Ctenta,Cten006705,N0.HOG0007763
Ctenta,Cten006708,N0.HOG0007826
Ctenta,Cten006862,N0.HOG0007347
Ctenta,Cten007022,N0.HOG0006613
Ctenta,Cten007047,N0.HOG0006931
Ctenta,Cten007106,N0.HOG0007639
Ctenta,Cten007657,N0.HOG0006492
