spp_abbrev,seqid,length
Ctenta,HG453345.1,433
Ctenta,HG453346.1,433
Ctenta,HG453347.1,433
Ctenta,HG453348.1,433
Ctenta,HG453349.1,433
Ctenta,HG453350.1,433
Ctenta,HG453351.1,433
Ctenta,HG453352.1,433
Ctenta,HG453353.1,433
Ctenta,HG453354.1,433
Ctenta,HG453355.1,433
Ctenta,HG453356.1,433
Ctenta,HG453357.1,433
Ctenta,HG453358.1,433
Ctenta,HG453359.1,433
Ctenta,HG453360.1,432
Ctenta,HG453361.1,432
Ctenta,HG453362.1,432
Ctenta,HG453363.1,432
Ctenta,HG453364.1,432
Ctenta,HG453365.1,432
Ctenta,HG453366.1,432
Ctenta,HG453367.1,432
Ctenta,HG453368.1,432
Ctenta,HG453369.1,432
Ctenta,HG453370.1,432
Ctenta,HG453371.1,432
Ctenta,HG453372.1,432
Ctenta,HG453373.1,432
Ctenta,HG453374.1,432
Ctenta,HG453375.1,432
Ctenta,HG453376.1,432
Ctenta,HG453377.1,432
Ctenta,HG453378.1,432
Ctenta,HG453379.1,432
Ctenta,HG453380.1,432
Ctenta,HG453381.1,432
Ctenta,HG453382.1,432
Ctenta,HG453383.1,432
Ctenta,HG453384.1,432
Ctenta,HG453385.1,432
Ctenta,HG453386.1,432
Ctenta,HG453387.1,432
Ctenta,HG453388.1,432
Ctenta,HG453389.1,432
Ctenta,HG453390.1,432
Ctenta,HG453391.1,432
Ctenta,HG453392.1,432
Ctenta,HG453393.1,432
Ctenta,HG453394.1,432
Ctenta,HG453395.1,432
Ctenta,HG453396.1,432
Ctenta,HG453397.1,432
Ctenta,HG453398.1,432
Ctenta,HG453399.1,432
Ctenta,HG453400.1,432
Ctenta,HG453401.1,432
Ctenta,HG453402.1,432
Ctenta,HG453403.1,432
Ctenta,HG453404.1,432
Ctenta,HG453405.1,432
Ctenta,HG453406.1,432
Ctenta,HG453407.1,431
Ctenta,HG453408.1,934
Ctenta,HG453409.1,431
Ctenta,HG453410.1,431
Ctenta,HG453411.1,431
Ctenta,HG453412.1,431
Ctenta,HG453413.1,431
Ctenta,HG453414.1,431
Ctenta,HG453415.1,431
Ctenta,HG453416.1,431
Ctenta,HG453417.1,431
Ctenta,HG453418.1,431
Ctenta,HG453419.1,431
Ctenta,HG453420.1,431
Ctenta,HG453421.1,431
Ctenta,HG453422.1,431
Ctenta,HG453423.1,431
Ctenta,HG453424.1,431
Ctenta,HG453425.1,431
Ctenta,HG453426.1,431
Ctenta,HG453427.1,431
Ctenta,HG453428.1,431
Ctenta,HG453429.1,431
Ctenta,HG453430.1,431
Ctenta,HG453431.1,431
Ctenta,HG453432.1,431
Ctenta,HG453433.1,431
Ctenta,HG453434.1,431
Ctenta,HG453435.1,431
Ctenta,HG453436.1,431
Ctenta,HG453437.1,431
Ctenta,HG453438.1,431
Ctenta,HG453439.1,431
Ctenta,HG453440.1,431
Ctenta,HG453441.1,431
Ctenta,HG453442.1,431
Ctenta,HG453443.1,431
Ctenta,HG453444.1,431
Ctenta,HG453445.1,431
Ctenta,HG453446.1,431
Ctenta,HG453447.1,431
Ctenta,HG453448.1,431
Ctenta,HG453449.1,430
Ctenta,HG453450.1,430
Ctenta,HG453451.1,430
Ctenta,HG453452.1,430
Ctenta,HG453453.1,430
Ctenta,HG453454.1,430
Ctenta,HG453455.1,430
Ctenta,HG453456.1,430
Ctenta,HG453457.1,430
Ctenta,HG453458.1,430
Ctenta,HG453459.1,430
Ctenta,HG453460.1,430
Ctenta,HG453461.1,430
Ctenta,HG453462.1,430
Ctenta,HG453463.1,430
Ctenta,HG453464.1,430
Ctenta,HG453465.1,430
Ctenta,HG453466.1,430
Ctenta,HG453467.1,430
Ctenta,HG453468.1,430
Ctenta,HG453469.1,430
Ctenta,HG453470.1,430
Ctenta,HG453471.1,430
Ctenta,HG453472.1,430
Ctenta,HG453473.1,430
Ctenta,HG453474.1,430
Ctenta,HG453475.1,430
Ctenta,HG453476.1,430
Ctenta,HG453477.1,430
Ctenta,HG453478.1,430
Ctenta,HG453479.1,430
Ctenta,HG453480.1,430
Ctenta,HG453481.1,430
Ctenta,HG453482.1,430
Ctenta,HG453483.1,430
Ctenta,HG453484.1,430
Ctenta,HG453485.1,430
Ctenta,HG453486.1,430
Ctenta,HG453487.1,430
Ctenta,HG453488.1,430
Ctenta,HG453489.1,430
Ctenta,HG453490.1,430
Ctenta,HG453491.1,430
Ctenta,HG453492.1,430
Ctenta,HG453493.1,430
Ctenta,HG453494.1,429
Ctenta,HG453495.1,429
Ctenta,HG453496.1,429
Ctenta,HG453497.1,429
Ctenta,HG453498.1,429
Ctenta,HG453499.1,429
Ctenta,HG453500.1,429
Ctenta,HG453501.1,429
Ctenta,HG453502.1,429
Ctenta,HG453503.1,429
Ctenta,HG453504.1,429
Ctenta,HG453505.1,429
Ctenta,HG453506.1,429
Ctenta,HG453507.1,429
Ctenta,HG453508.1,429
Ctenta,HG453509.1,429
Ctenta,HG453510.1,429
Ctenta,HG453511.1,429
Ctenta,HG453512.1,429
Ctenta,HG453513.1,429
Ctenta,HG453514.1,429
Ctenta,HG453515.1,429
Ctenta,HG453516.1,429
Ctenta,HG453517.1,429
Ctenta,HG453518.1,429
Ctenta,HG453519.1,429
Ctenta,HG453520.1,429
Ctenta,HG453521.1,429
Ctenta,HG453522.1,429
Ctenta,HG453523.1,429
Ctenta,HG453524.1,429
Ctenta,HG453525.1,429
Ctenta,HG453526.1,429
Ctenta,HG453527.1,429
Ctenta,HG453528.1,429
Ctenta,HG453529.1,428
Ctenta,HG453530.1,428
Ctenta,HG453531.1,428
Ctenta,HG453532.1,428
Ctenta,HG453533.1,428
Ctenta,HG453534.1,428
Ctenta,HG453535.1,428
Ctenta,HG453536.1,428
Ctenta,HG453537.1,428
Ctenta,HG453538.1,428
Ctenta,HG453539.1,428
Ctenta,HG453540.1,428
Ctenta,HG453541.1,428
Ctenta,HG453542.1,428
Ctenta,HG453543.1,428
Ctenta,HG453544.1,428
Ctenta,HG453545.1,428
Ctenta,HG453546.1,428
Ctenta,HG453547.1,428
Ctenta,HG453548.1,428
Ctenta,HG453549.1,428
Ctenta,HG453550.1,428
Ctenta,HG453551.1,428
Ctenta,HG453552.1,428
Ctenta,HG453553.1,428
Ctenta,HG453554.1,428
Ctenta,HG453555.1,428
Ctenta,HG453556.1,428
Ctenta,HG453557.1,428
Ctenta,HG453558.1,428
Ctenta,HG453559.1,428
Ctenta,HG453560.1,428
Ctenta,HG453561.1,428
Ctenta,HG453562.1,428
Ctenta,HG453563.1,428
Ctenta,HG453564.1,428
Ctenta,HG453565.1,428
Ctenta,HG453566.1,428
Ctenta,HG453567.1,428
Ctenta,HG453568.1,427
Ctenta,HG453569.1,427
Ctenta,HG453570.1,427
Ctenta,HG453571.1,427
Ctenta,HG453572.1,427
Ctenta,HG453573.1,427
Ctenta,HG453574.1,427
Ctenta,HG453575.1,427
Ctenta,HG453576.1,427
Ctenta,HG453577.1,427
Ctenta,HG453578.1,427
Ctenta,HG453579.1,427
Ctenta,HG453580.1,427
Ctenta,HG453581.1,427
Ctenta,HG453582.1,427
Ctenta,HG453583.1,427
Ctenta,HG453584.1,427
Ctenta,HG453585.1,427
Ctenta,HG453586.1,427
Ctenta,HG453587.1,427
Ctenta,HG453588.1,427
Ctenta,HG453589.1,427
Ctenta,HG453590.1,427
Ctenta,HG453591.1,427
Ctenta,HG453592.1,427
Ctenta,HG453593.1,427
Ctenta,HG453594.1,427
Ctenta,HG453595.1,427
Ctenta,HG453596.1,427
Ctenta,HG453597.1,427
Ctenta,HG453598.1,427
Ctenta,HG453599.1,427
Ctenta,HG453600.1,427
Ctenta,HG453601.1,427
Ctenta,HG453602.1,427
Ctenta,HG453603.1,427
Ctenta,HG453604.1,427
Ctenta,HG453605.1,427
Ctenta,HG453606.1,427
Ctenta,HG453607.1,427
Ctenta,HG453608.1,427
Ctenta,HG453609.1,427
Ctenta,HG453610.1,427
Ctenta,HG453611.1,427
Ctenta,HG453612.1,427
Ctenta,HG453613.1,427
Ctenta,HG453614.1,427
Ctenta,HG453615.1,427
Ctenta,HG453616.1,426
Ctenta,HG453617.1,426
Ctenta,HG453618.1,426
Ctenta,HG453619.1,426
Ctenta,HG453620.1,426
Ctenta,HG453621.1,426
Ctenta,HG453622.1,426
Ctenta,HG453623.1,426
Ctenta,HG453624.1,426
Ctenta,HG453625.1,426
Ctenta,HG453626.1,426
Ctenta,HG453627.1,426
Ctenta,HG453628.1,426
Ctenta,HG453629.1,426
Ctenta,HG453630.1,426
Ctenta,HG453631.1,904
Ctenta,HG453632.1,426
Ctenta,HG453633.1,426
Ctenta,HG453634.1,426
Ctenta,HG453635.1,426
Ctenta,HG453636.1,426
Ctenta,HG453637.1,426
Ctenta,HG453638.1,426
Ctenta,HG453639.1,426
Ctenta,HG453640.1,426
Ctenta,HG453641.1,426
Ctenta,HG453642.1,426
Ctenta,HG453643.1,426
Ctenta,HG453644.1,426
Ctenta,HG453645.1,426
Ctenta,HG453646.1,426
Ctenta,HG453647.1,426
Ctenta,HG453648.1,426
Ctenta,HG453649.1,426
Ctenta,HG453650.1,426
Ctenta,HG453651.1,426
Ctenta,HG453652.1,426
Ctenta,HG453653.1,426
Ctenta,HG453654.1,426
Ctenta,HG453655.1,828
Ctenta,HG453656.1,426
Ctenta,HG453657.1,426
Ctenta,HG453658.1,425
Ctenta,HG453659.1,425
Ctenta,HG453660.1,425
Ctenta,HG453661.1,425
Ctenta,HG453662.1,425
Ctenta,HG453663.1,425
Ctenta,HG453664.1,425
Ctenta,HG453665.1,425
Ctenta,HG453666.1,425
Ctenta,HG453667.1,425
Ctenta,HG453668.1,425
Ctenta,HG453669.1,425
Ctenta,HG453670.1,425
Ctenta,HG453671.1,425
Ctenta,HG453672.1,425
Ctenta,HG453673.1,425
Ctenta,HG453674.1,425
Ctenta,HG453675.1,425
Ctenta,HG453676.1,425
Ctenta,HG453677.1,425
Ctenta,HG453678.1,425
Ctenta,HG453679.1,425
Ctenta,HG453680.1,425
Ctenta,HG453681.1,425
Ctenta,HG453682.1,425
Ctenta,HG453683.1,425
Ctenta,HG453684.1,425
Ctenta,HG453685.1,425
Ctenta,HG453686.1,425
Ctenta,HG453687.1,425
Ctenta,HG453688.1,425
Ctenta,HG453689.1,425
Ctenta,HG453690.1,425
Ctenta,HG453691.1,425
Ctenta,HG453692.1,425
Ctenta,HG453693.1,425
Ctenta,HG453694.1,425
Ctenta,HG453695.1,425
Ctenta,HG453696.1,425
Ctenta,HG453697.1,425
Ctenta,HG453698.1,425
Ctenta,HG453699.1,425
Ctenta,HG453700.1,424
Ctenta,HG453701.1,424
Ctenta,HG453702.1,424
Ctenta,HG453703.1,424
Ctenta,HG453704.1,424
Ctenta,HG453705.1,424
Ctenta,HG453706.1,424
Ctenta,HG453707.1,424
Ctenta,HG453708.1,424
Ctenta,HG453709.1,424
Ctenta,HG453710.1,424
Ctenta,HG453711.1,424
Ctenta,HG453712.1,424
Ctenta,HG453713.1,424
Ctenta,HG453714.1,424
Ctenta,HG453715.1,424
Ctenta,HG453716.1,424
Ctenta,HG453717.1,424
Ctenta,HG453718.1,424
Ctenta,HG453719.1,424
Ctenta,HG453720.1,424
Ctenta,HG453721.1,424
Ctenta,HG453722.1,424
Ctenta,HG453723.1,424
Ctenta,HG453724.1,424
Ctenta,HG453725.1,424
Ctenta,HG453726.1,424
Ctenta,HG453727.1,424
Ctenta,HG453728.1,424
Ctenta,HG453729.1,424
Ctenta,HG453730.1,424
Ctenta,HG453731.1,424
Ctenta,HG453732.1,424
Ctenta,HG453733.1,424
Ctenta,HG453734.1,424
Ctenta,HG453735.1,424
Ctenta,HG453736.1,424
Ctenta,HG453737.1,424
Ctenta,HG453738.1,424
Ctenta,HG453739.1,424
Ctenta,HG453740.1,424
Ctenta,HG453741.1,424
Ctenta,HG453742.1,424
Ctenta,HG453743.1,424
Ctenta,HG453744.1,423
Ctenta,HG453745.1,423
Ctenta,HG453746.1,423
Ctenta,HG453747.1,423
Ctenta,HG453748.1,423
Ctenta,HG453749.1,423
Ctenta,HG453750.1,423
Ctenta,HG453751.1,423
Ctenta,HG453752.1,423
Ctenta,HG453753.1,423
Ctenta,HG453754.1,423
Ctenta,HG453755.1,423
Ctenta,HG453756.1,423
Ctenta,HG453757.1,423
Ctenta,HG453758.1,423
Ctenta,HG453759.1,423
Ctenta,HG453760.1,423
Ctenta,HG453761.1,423
Ctenta,HG453762.1,423
Ctenta,HG453763.1,423
Ctenta,HG453764.1,423
Ctenta,HG453765.1,423
Ctenta,HG453766.1,423
Ctenta,HG453767.1,423
Ctenta,HG453768.1,423
Ctenta,HG453769.1,423
Ctenta,HG453770.1,423
Ctenta,HG453771.1,423
Ctenta,HG453772.1,423
Ctenta,HG453773.1,423
Ctenta,HG453774.1,423
Ctenta,HG453775.1,423
Ctenta,HG453776.1,423
Ctenta,HG453777.1,423
Ctenta,HG453778.1,423
Ctenta,HG453779.1,423
Ctenta,HG453780.1,423
Ctenta,HG453781.1,423
Ctenta,HG453782.1,423
Ctenta,HG453783.1,422
Ctenta,HG453784.1,422
Ctenta,HG453785.1,422
Ctenta,HG453786.1,422
Ctenta,HG453787.1,422
Ctenta,HG453788.1,422
Ctenta,HG453789.1,422
Ctenta,HG453790.1,422
Ctenta,HG453791.1,422
Ctenta,HG453792.1,422
Ctenta,HG453793.1,422
Ctenta,HG453794.1,422
Ctenta,HG453795.1,422
Ctenta,HG453796.1,422
Ctenta,HG453797.1,422
Ctenta,HG453798.1,422
Ctenta,HG453799.1,422
Ctenta,HG453800.1,422
Ctenta,HG453801.1,422
Ctenta,HG453802.1,422
Ctenta,HG453803.1,422
Ctenta,HG453804.1,422
Ctenta,HG453805.1,422
Ctenta,HG453806.1,422
Ctenta,HG453807.1,422
Ctenta,HG453808.1,422
Ctenta,HG453809.1,422
Ctenta,HG453810.1,422
Ctenta,HG453811.1,422
Ctenta,HG453812.1,422
Ctenta,HG453813.1,422
Ctenta,HG453814.1,422
Ctenta,HG453815.1,422
Ctenta,HG453816.1,422
Ctenta,HG453817.1,422
Ctenta,HG453818.1,422
Ctenta,HG453819.1,422
Ctenta,HG453820.1,422
Ctenta,HG453821.1,422
Ctenta,HG453822.1,422
Ctenta,HG453823.1,422
Ctenta,HG453824.1,422
Ctenta,HG453825.1,422
Ctenta,HG453826.1,422
Ctenta,HG453827.1,422
Ctenta,HG453828.1,422
Ctenta,HG453829.1,422
Ctenta,HG453830.1,422
Ctenta,HG453831.1,422
Ctenta,HG453832.1,422
Ctenta,HG453833.1,422
Ctenta,HG453834.1,422
Ctenta,HG453835.1,422
Ctenta,HG453836.1,422
Ctenta,HG453837.1,421
Ctenta,HG453838.1,421
Ctenta,HG453839.1,421
Ctenta,HG453840.1,421
Ctenta,HG453841.1,421
Ctenta,HG453842.1,421
Ctenta,HG453843.1,421
Ctenta,HG453844.1,421
Ctenta,HG453845.1,421
Ctenta,HG453846.1,421
Ctenta,HG453847.1,421
Ctenta,HG453848.1,421
Ctenta,HG453849.1,421
Ctenta,HG453850.1,421
Ctenta,HG453851.1,421
Ctenta,HG453852.1,421
Ctenta,HG453853.1,421
Ctenta,HG453854.1,421
Ctenta,HG453855.1,421
Ctenta,HG453856.1,421
Ctenta,HG453857.1,421
Ctenta,HG453858.1,421
Ctenta,HG453859.1,421
Ctenta,HG453860.1,421
Ctenta,HG453861.1,421
Ctenta,HG453862.1,421
Ctenta,HG453863.1,421
Ctenta,HG453864.1,421
Ctenta,HG453865.1,421
Ctenta,HG453866.1,421
Ctenta,HG453867.1,421
Ctenta,HG453868.1,420
Ctenta,HG453869.1,420
Ctenta,HG453870.1,420
Ctenta,HG453871.1,420
Ctenta,HG453872.1,420
Ctenta,HG453873.1,420
Ctenta,HG453874.1,420
Ctenta,HG453875.1,420
Ctenta,HG453876.1,420
Ctenta,HG453877.1,420
Ctenta,HG453878.1,420
Ctenta,HG453879.1,420
Ctenta,HG453880.1,420
Ctenta,HG453881.1,420
Ctenta,HG453882.1,420
Ctenta,HG453883.1,420
Ctenta,HG453884.1,420
Ctenta,HG453885.1,420
Ctenta,HG453886.1,420
Ctenta,HG453887.1,420
Ctenta,HG453888.1,420
Ctenta,HG453889.1,420
Ctenta,HG453890.1,420
Ctenta,HG453891.1,420
Ctenta,HG453892.1,420
Ctenta,HG453893.1,420
Ctenta,HG453894.1,420
Ctenta,HG453895.1,420
Ctenta,HG453896.1,420
Ctenta,HG453897.1,420
Ctenta,HG453898.1,420
Ctenta,HG453899.1,420
Ctenta,HG453900.1,420
Ctenta,HG453901.1,420
Ctenta,HG453902.1,420
Ctenta,HG453903.1,420
Ctenta,HG453904.1,420
Ctenta,HG453905.1,420
Ctenta,HG453906.1,420
Ctenta,HG453907.1,420
Ctenta,HG453908.1,419
Ctenta,HG453909.1,419
Ctenta,HG453910.1,419
Ctenta,HG453911.1,419
Ctenta,HG453912.1,419
Ctenta,HG453913.1,419
Ctenta,HG453914.1,419
Ctenta,HG453915.1,419
Ctenta,HG453916.1,419
Ctenta,HG453917.1,419
Ctenta,HG453918.1,419
Ctenta,HG453919.1,419
Ctenta,HG453920.1,419
Ctenta,HG453921.1,419
Ctenta,HG453922.1,419
Ctenta,HG453923.1,419
Ctenta,HG453924.1,419
Ctenta,HG453925.1,419
Ctenta,HG453926.1,419
Ctenta,HG453927.1,419
Ctenta,HG453928.1,419
Ctenta,HG453929.1,419
Ctenta,HG453930.1,419
Ctenta,HG453931.1,419
Ctenta,HG453932.1,419
Ctenta,HG453933.1,419
Ctenta,HG453934.1,419
Ctenta,HG453935.1,419
Ctenta,HG453936.1,419
Ctenta,HG453937.1,419
Ctenta,HG453938.1,419
Ctenta,HG453939.1,419
Ctenta,HG453940.1,873
Ctenta,HG453941.1,419
Ctenta,HG453942.1,419
Ctenta,HG453943.1,419
Ctenta,HG453944.1,419
Ctenta,HG453945.1,419
Ctenta,HG453946.1,419
Ctenta,HG453947.1,419
Ctenta,HG453948.1,418
Ctenta,HG453949.1,418
Ctenta,HG453950.1,418
Ctenta,HG453951.1,418
Ctenta,HG453952.1,418
Ctenta,HG453953.1,418
Ctenta,HG453954.1,418
Ctenta,HG453955.1,418
Ctenta,HG453956.1,418
Ctenta,HG453957.1,418
Ctenta,HG453958.1,418
Ctenta,HG453959.1,418
Ctenta,HG453960.1,418
Ctenta,HG453961.1,418
Ctenta,HG453962.1,418
Ctenta,HG453963.1,418
Ctenta,HG453964.1,418
Ctenta,HG453965.1,418
Ctenta,HG453966.1,418
Ctenta,HG453967.1,418
Ctenta,HG453968.1,418
Ctenta,HG453969.1,418
Ctenta,HG453970.1,418
Ctenta,HG453971.1,418
Ctenta,HG453972.1,418
Ctenta,HG453973.1,418
Ctenta,HG453974.1,418
Ctenta,HG453975.1,418
Ctenta,HG453976.1,418
Ctenta,HG453977.1,418
Ctenta,HG453978.1,418
Ctenta,HG453979.1,418
Ctenta,HG453980.1,418
Ctenta,HG453981.1,418
Ctenta,HG453982.1,418
Ctenta,HG453983.1,418
Ctenta,HG453984.1,418
Ctenta,HG453985.1,418
Ctenta,HG453986.1,418
Ctenta,HG453987.1,418
Ctenta,HG453988.1,418
Ctenta,HG453989.1,418
Ctenta,HG453990.1,418
Ctenta,HG453991.1,418
Ctenta,HG453992.1,418
Ctenta,HG453993.1,417
Ctenta,HG453994.1,417
Ctenta,HG453995.1,417
Ctenta,HG453996.1,417
Ctenta,HG453997.1,417
Ctenta,HG453998.1,417
Ctenta,HG453999.1,417
Ctenta,HG454000.1,417
Ctenta,HG454001.1,417
Ctenta,HG454002.1,417
Ctenta,HG454003.1,417
Ctenta,HG454004.1,417
Ctenta,HG454005.1,417
Ctenta,HG454006.1,417
Ctenta,HG454007.1,417
Ctenta,HG454008.1,417
Ctenta,HG454009.1,417
Ctenta,HG454010.1,417
Ctenta,HG454011.1,417
Ctenta,HG454012.1,417
Ctenta,HG454013.1,417
Ctenta,HG454014.1,417
Ctenta,HG454015.1,417
Ctenta,HG454016.1,417
Ctenta,HG454017.1,417
Ctenta,HG454018.1,417
Ctenta,HG454019.1,417
Ctenta,HG454020.1,417
Ctenta,HG454021.1,417
Ctenta,HG454022.1,417
Ctenta,HG454023.1,417
Ctenta,HG454024.1,417
Ctenta,HG454025.1,417
Ctenta,HG454026.1,417
Ctenta,HG454027.1,417
Ctenta,HG454028.1,417
Ctenta,HG454029.1,417
Ctenta,HG454030.1,417
Ctenta,HG454031.1,417
Ctenta,HG454032.1,417
Ctenta,HG454033.1,417
Ctenta,HG454034.1,417
Ctenta,HG454035.1,417
Ctenta,HG454036.1,416
Ctenta,HG454037.1,416
Ctenta,HG454038.1,416
Ctenta,HG454039.1,416
Ctenta,HG454040.1,416
Ctenta,HG454041.1,416
Ctenta,HG454042.1,416
Ctenta,HG454043.1,416
Ctenta,HG454044.1,416
Ctenta,HG454045.1,416
Ctenta,HG454046.1,416
Ctenta,HG454047.1,416
Ctenta,HG454048.1,416
Ctenta,HG454049.1,416
Ctenta,HG454050.1,416
Ctenta,HG454051.1,416
Ctenta,HG454052.1,416
Ctenta,HG454053.1,416
Ctenta,HG454054.1,416
Ctenta,HG454055.1,416
Ctenta,HG454056.1,416
Ctenta,HG454057.1,416
Ctenta,HG454058.1,416
Ctenta,HG454059.1,416
Ctenta,HG454060.1,416
Ctenta,HG454061.1,416
Ctenta,HG454062.1,416
Ctenta,HG454063.1,416
Ctenta,HG454064.1,416
Ctenta,HG454065.1,416
Ctenta,HG454066.1,416
Ctenta,HG454067.1,416
Ctenta,HG454068.1,416
Ctenta,HG454069.1,416
Ctenta,HG454070.1,416
Ctenta,HG454071.1,416
Ctenta,HG454072.1,416
Ctenta,HG454073.1,416
Ctenta,HG454074.1,416
Ctenta,HG454075.1,416
Ctenta,HG454076.1,416
Ctenta,HG454077.1,416
Ctenta,HG454078.1,416
Ctenta,HG454079.1,416
Ctenta,HG454080.1,416
Ctenta,HG454081.1,415
Ctenta,HG454082.1,415
Ctenta,HG454083.1,415
Ctenta,HG454084.1,415
Ctenta,HG454085.1,415
Ctenta,HG454086.1,415
Ctenta,HG454087.1,415
Ctenta,HG454088.1,415
Ctenta,HG454089.1,415
Ctenta,HG454090.1,415
Ctenta,HG454091.1,415
Ctenta,HG454092.1,415
Ctenta,HG454093.1,415
Ctenta,HG454094.1,415
Ctenta,HG454095.1,415
Ctenta,HG454096.1,415
Ctenta,HG454097.1,415
Ctenta,HG454098.1,415
Ctenta,HG454099.1,415
Ctenta,HG454100.1,415
Ctenta,HG454101.1,415
Ctenta,HG454102.1,415
Ctenta,HG454103.1,415
Ctenta,HG454104.1,415
Ctenta,HG454105.1,415
Ctenta,HG454106.1,415
Ctenta,HG454107.1,415
Ctenta,HG454108.1,415
Ctenta,HG454109.1,415
Ctenta,HG454110.1,415
Ctenta,HG454111.1,415
Ctenta,HG454112.1,415
Ctenta,HG454113.1,415
Ctenta,HG454114.1,415
Ctenta,HG454115.1,415
Ctenta,HG454116.1,415
Ctenta,HG454117.1,415
Ctenta,HG454118.1,415
Ctenta,HG454119.1,913
Ctenta,HG454120.1,415
Ctenta,HG454121.1,415
Ctenta,HG454122.1,415
Ctenta,HG454123.1,415
Ctenta,HG454124.1,415
Ctenta,HG454125.1,415
Ctenta,HG454126.1,414
Ctenta,HG454127.1,414
Ctenta,HG454128.1,414
Ctenta,HG454129.1,414
Ctenta,HG454130.1,414
Ctenta,HG454131.1,414
Ctenta,HG454132.1,414
Ctenta,HG454133.1,414
Ctenta,HG454134.1,414
Ctenta,HG454135.1,414
Ctenta,HG454136.1,414
Ctenta,HG454137.1,414
Ctenta,HG454138.1,414
Ctenta,HG454139.1,414
Ctenta,HG454140.1,414
Ctenta,HG454141.1,414
Ctenta,HG454142.1,414
Ctenta,HG454143.1,414
Ctenta,HG454144.1,414
Ctenta,HG454145.1,414
Ctenta,HG454146.1,414
Ctenta,HG454147.1,414
Ctenta,HG454148.1,414
Ctenta,HG454149.1,414
Ctenta,HG454150.1,414
Ctenta,HG454151.1,414
Ctenta,HG454152.1,393
Ctenta,HG454153.1,414
Ctenta,HG454154.1,414
Ctenta,HG454155.1,414
Ctenta,HG454156.1,414
Ctenta,HG454157.1,414
Ctenta,HG454158.1,414
Ctenta,HG454159.1,414
Ctenta,HG454160.1,414
Ctenta,HG454161.1,414
Ctenta,HG454162.1,414
Ctenta,HG454163.1,414
Ctenta,HG454164.1,414
Ctenta,HG454165.1,414
Ctenta,HG454166.1,414
Ctenta,HG454167.1,414
Ctenta,HG454168.1,414
Ctenta,HG454169.1,413
Ctenta,HG454170.1,413
Ctenta,HG454171.1,413
Ctenta,HG454172.1,413
Ctenta,HG454173.1,413
Ctenta,HG454174.1,413
Ctenta,HG454175.1,413
Ctenta,HG454176.1,413
Ctenta,HG454177.1,413
Ctenta,HG454178.1,413
Ctenta,HG454179.1,413
Ctenta,HG454180.1,413
Ctenta,HG454181.1,413
Ctenta,HG454182.1,413
Ctenta,HG454183.1,413
Ctenta,HG454184.1,413
Ctenta,HG454185.1,413
Ctenta,HG454186.1,413
Ctenta,HG454187.1,413
Ctenta,HG454188.1,413
Ctenta,HG454189.1,413
Ctenta,HG454190.1,413
Ctenta,HG454191.1,413
Ctenta,HG454192.1,413
Ctenta,HG454193.1,413
Ctenta,HG454194.1,413
Ctenta,HG454195.1,413
Ctenta,HG454196.1,413
Ctenta,HG454197.1,413
Ctenta,HG454198.1,413
Ctenta,HG454199.1,413
Ctenta,HG454200.1,413
Ctenta,HG454201.1,413
Ctenta,HG454202.1,413
Ctenta,HG454203.1,413
Ctenta,HG454204.1,413
Ctenta,HG454205.1,413
Ctenta,HG454206.1,413
Ctenta,HG454207.1,413
Ctenta,HG454208.1,413
Ctenta,HG454209.1,413
Ctenta,HG454210.1,413
Ctenta,HG454211.1,413
Ctenta,HG454212.1,412
Ctenta,HG454213.1,412
Ctenta,HG454214.1,412
Ctenta,HG454215.1,412
Ctenta,HG454216.1,412
Ctenta,HG454217.1,412
Ctenta,HG454218.1,412
Ctenta,HG454219.1,412
Ctenta,HG454220.1,412
Ctenta,HG454221.1,412
Ctenta,HG454222.1,412
Ctenta,HG454223.1,412
Ctenta,HG454224.1,412
Ctenta,HG454225.1,412
Ctenta,HG454226.1,412
Ctenta,HG454227.1,412
Ctenta,HG454228.1,412
Ctenta,HG454229.1,412
Ctenta,HG454230.1,412
Ctenta,HG454231.1,403
Ctenta,HG454232.1,412
Ctenta,HG454233.1,412
Ctenta,HG454234.1,412
Ctenta,HG454235.1,412
Ctenta,HG454236.1,412
Ctenta,HG454237.1,412
Ctenta,HG454238.1,412
Ctenta,HG454239.1,412
Ctenta,HG454240.1,412
Ctenta,HG454241.1,412
Ctenta,HG454242.1,412
Ctenta,HG454243.1,412
Ctenta,HG454244.1,412
Ctenta,HG454245.1,412
Ctenta,HG454246.1,412
Ctenta,HG454247.1,412
Ctenta,HG454248.1,412
Ctenta,HG454249.1,412
Ctenta,HG454250.1,412
Ctenta,HG454251.1,412
Ctenta,HG454252.1,412
Ctenta,HG454253.1,411
Ctenta,HG454254.1,411
Ctenta,HG454255.1,411
Ctenta,HG454256.1,411
Ctenta,HG454257.1,411
Ctenta,HG454258.1,411
Ctenta,HG454259.1,411
Ctenta,HG454260.1,411
Ctenta,HG454261.1,411
Ctenta,HG454262.1,411
Ctenta,HG454263.1,411
Ctenta,HG454264.1,411
Ctenta,HG454265.1,411
Ctenta,HG454266.1,411
Ctenta,HG454267.1,411
Ctenta,HG454268.1,411
Ctenta,HG454269.1,411
Ctenta,HG454270.1,411
Ctenta,HG454271.1,411
Ctenta,HG454272.1,411
Ctenta,HG454273.1,411
Ctenta,HG454274.1,411
Ctenta,HG454275.1,411
Ctenta,HG454276.1,411
